Date,price_open,price_high,price_low,price_close,volume_traded
2022-09-02T00:00:00.0000000Z,0.45622,0.465,0.45003,0.45468,320045.96810263
2022-09-03T00:00:00.0000000Z,0.45366,0.48492,0.45366,0.47946,196505.17766021
2022-09-04T00:00:00.0000000Z,0.478,0.505,0.478,0.49961,456415.55858026
2022-09-05T00:00:00.0000000Z,0.50424,0.50452,0.48236,0.50013,132984.04633178
2022-09-06T00:00:00.0000000Z,0.49788,0.51108,0.46248,0.46248,662923.08095458
2022-09-07T00:00:00.0000000Z,0.4557,0.48138,0.45435,0.48137,184563.08653118
2022-09-08T00:00:00.0000000Z,0.47735,0.47919,0.46612,0.47772,60885.4089207
2022-09-09T00:00:00.0000000Z,0.48349,0.50451,0.48349,0.49608,450443.24574916
2022-09-10T00:00:00.0000000Z,0.51228,0.52375,0.50692,0.51558,215505.77996084
2022-09-11T00:00:00.0000000Z,0.51395,0.51953,0.50137,0.50295,142505.0891949
2022-09-12T00:00:00.0000000Z,0.4996,0.51737,0.4967,0.50395,173915.32902365
2022-09-13T00:17:00.0000000Z,0.49767,0.49767,0.49767,0.49767,288.3992102
2022-09-13T03:50:00.0000000Z,0.49691,0.49691,0.49691,0.49691,1104.37037158
2022-09-13T04:26:00.0000000Z,0.49988,0.49988,0.49988,0.49988,331.058351
2022-09-13T05:14:00.0000000Z,0.4982,0.4982,0.4982,0.4982,2500
2022-09-13T06:20:00.0000000Z,0.50109,0.50109,0.50109,0.50109,198
2022-09-13T06:25:00.0000000Z,0.50195,0.50195,0.50195,0.50195,380.721429
2022-09-13T06:46:00.0000000Z,0.50143,0.50143,0.50143,0.50143,20
2022-09-13T07:10:00.0000000Z,0.5016,0.5016,0.5016,0.5016,47.34848484
2022-09-13T07:15:00.0000000Z,0.50253,0.50258,0.50253,0.50258,696
2022-09-13T07:28:00.0000000Z,0.50335,0.50335,0.50335,0.50335,25000
2022-09-13T08:26:00.0000000Z,0.50369,0.5037,0.50369,0.5037,50000
2022-09-13T08:27:00.0000000Z,0.50378,0.50378,0.50378,0.50378,50000
2022-09-13T09:12:00.0000000Z,0.50218,0.50218,0.50217,0.50217,2515
2022-09-13T09:15:00.0000000Z,0.50251,0.50254,0.50251,0.50254,3422.57738664
2022-09-13T09:33:00.0000000Z,0.50237,0.50237,0.50237,0.50237,424.6695219
2022-09-13T09:36:00.0000000Z,0.50101,0.50101,0.50101,0.50101,335.24280952
2022-09-13T09:52:00.0000000Z,0.50182,0.50194,0.50182,0.50194,2147
2022-09-13T10:48:00.0000000Z,0.5036,0.5036,0.5036,0.5036,65.563764
2022-09-13T11:18:00.0000000Z,0.50533,0.50536,0.50533,0.50536,1190.14186158
2022-09-13T12:10:00.0000000Z,0.50572,0.50578,0.50572,0.50578,493.32291604
2022-09-13T12:11:00.0000000Z,0.50522,0.50525,0.50522,0.50525,1975.31272159
2022-09-13T12:19:00.0000000Z,0.50634,0.50634,0.50634,0.50634,16224.6615583
2022-09-13T12:31:00.0000000Z,0.48201,0.48232,0.46381,0.48232,17324.6891906
2022-09-13T12:33:00.0000000Z,0.47877,0.47877,0.47877,0.47877,244.89064488
2022-09-13T12:36:00.0000000Z,0.48216,0.48216,0.48119,0.48119,3351
2022-09-13T12:39:00.0000000Z,0.48208,0.48208,0.48208,0.48208,1294.57784855
2022-09-13T12:45:00.0000000Z,0.48142,0.48142,0.48142,0.48142,353.28424062
2022-09-13T12:46:00.0000000Z,0.48029,0.48029,0.48007,0.48007,28118.01466347
2022-09-13T13:03:00.0000000Z,0.47589,0.47589,0.47589,0.47589,485.55873747
2022-09-13T13:14:00.0000000Z,0.47418,0.47418,0.47418,0.47418,5722.73635574
2022-09-13T13:22:00.0000000Z,0.4755,0.47557,0.4755,0.47557,5671.98127838
2022-09-13T13:24:00.0000000Z,0.47628,0.47628,0.47626,0.47626,2468.63563763
2022-09-13T13:26:00.0000000Z,0.4754,0.4754,0.4754,0.4754,10870.71814843
2022-09-13T13:37:00.0000000Z,0.47497,0.47497,0.47496,0.47496,5671.98127838
2022-09-13T13:56:00.0000000Z,0.47407,0.47407,0.47407,0.47407,885.93154281
2022-09-13T14:02:00.0000000Z,0.46774,0.46774,0.46768,0.46768,9972.201453
2022-09-13T14:13:00.0000000Z,0.47071,0.47071,0.47065,0.47065,3295
2022-09-13T14:51:00.0000000Z,0.46571,0.46571,0.46565,0.4657,15343.37254843
2022-09-13T14:59:00.0000000Z,0.467,0.467,0.467,0.467,22
2022-09-13T15:15:00.0000000Z,0.46731,0.46731,0.46731,0.46731,24.74532931
2022-09-13T15:18:00.0000000Z,0.46617,0.46617,0.46617,0.46617,691.158505
2022-09-13T15:35:00.0000000Z,0.46893,0.46945,0.46893,0.46945,550
2022-09-13T15:58:00.0000000Z,0.47056,0.47087,0.47056,0.47087,5701.08425736
2022-09-13T15:59:00.0000000Z,0.46944,0.46944,0.46944,0.46944,45
2022-09-13T16:00:00.0000000Z,0.46964,0.46964,0.46964,0.46964,25
2022-09-13T16:03:00.0000000Z,0.46933,0.46933,0.46933,0.46933,109.407008
2022-09-13T16:05:00.0000000Z,0.46901,0.46901,0.46901,0.46901,203.14213679
2022-09-13T16:14:00.0000000Z,0.47172,0.47201,0.47172,0.47201,3570.58048203
2022-09-13T16:18:00.0000000Z,0.4703,0.4703,0.4703,0.4703,208.97752766
2022-09-13T16:33:00.0000000Z,0.47103,0.4711,0.47103,0.4711,2243
2022-09-13T16:40:00.0000000Z,0.47215,0.47215,0.47215,0.47215,2111.63606904
2022-09-13T16:47:00.0000000Z,0.47191,0.47191,0.47191,0.47191,98.699858
2022-09-13T16:48:00.0000000Z,0.47291,0.47291,0.47291,0.47291,50
2022-09-13T17:00:00.0000000Z,0.47291,0.47291,0.47291,0.47291,796.03768849
2022-09-13T17:39:00.0000000Z,0.47526,0.47539,0.47526,0.47539,15877
2022-09-13T17:43:00.0000000Z,0.47512,0.47514,0.47512,0.47514,419.07176735
2022-09-13T17:53:00.0000000Z,0.47512,0.47512,0.47512,0.47512,50
2022-09-13T18:06:00.0000000Z,0.47601,0.47618,0.47601,0.47618,5120
2022-09-13T18:11:00.0000000Z,0.47565,0.47565,0.47565,0.47565,181.00770305
2022-09-13T18:33:00.0000000Z,0.47389,0.47389,0.47389,0.47389,250
2022-09-13T18:54:00.0000000Z,0.46848,0.46849,0.46848,0.46849,1804.54080589
2022-09-13T18:56:00.0000000Z,0.46774,0.46774,0.46774,0.46774,972.207211
2022-09-13T19:00:00.0000000Z,0.46804,0.46804,0.46804,0.46804,694.07247434
2022-09-13T19:05:00.0000000Z,0.46779,0.46779,0.46778,0.46778,5701.08425736
2022-09-13T19:12:00.0000000Z,0.46436,0.46436,0.46436,0.46436,134.27620811
2022-09-13T19:17:00.0000000Z,0.46596,0.46596,0.46596,0.46596,756.10405485
2022-09-13T19:18:00.0000000Z,0.46596,0.46596,0.46596,0.46596,786.46914712
2022-09-13T19:26:00.0000000Z,0.46714,0.46714,0.46714,0.46714,797.23672695
2022-09-13T19:45:00.0000000Z,0.4705,0.49272,0.47022,0.47129,111731.72564728
2022-09-13T19:46:00.0000000Z,0.47123,0.47123,0.47062,0.47062,6198
2022-09-13T19:47:00.0000000Z,0.47062,0.47062,0.47023,0.47023,1941.0239071
2022-09-13T19:48:00.0000000Z,0.47055,0.47055,0.47055,0.47055,156.65768203
2022-09-13T19:50:00.0000000Z,0.47064,0.47064,0.47064,0.47064,82.37999969
2022-09-13T19:53:00.0000000Z,0.4726,0.47267,0.4726,0.47267,5619.66945552
2022-09-13T19:59:00.0000000Z,0.47135,0.47135,0.47135,0.47135,36.27597979
2022-09-13T20:22:00.0000000Z,0.47334,0.47334,0.47322,0.47322,2249.709264
2022-09-13T20:41:00.0000000Z,0.47521,0.47532,0.47516,0.47523,9488
2022-09-13T20:51:00.0000000Z,0.47434,0.47435,0.47434,0.47435,3152.77951279
2022-09-13T20:52:00.0000000Z,0.47325,0.47325,0.47325,0.47325,375.11885
2022-09-13T20:57:00.0000000Z,0.47325,0.47325,0.47325,0.47325,0.00000895
2022-09-13T21:03:00.0000000Z,0.47076,0.47076,0.47076,0.47076,203.232896
2022-09-13T21:05:00.0000000Z,0.46977,0.46977,0.46977,0.46977,22.18138031
2022-09-13T21:37:00.0000000Z,0.46977,0.46977,0.46885,0.46886,66.64180552
2022-09-13T21:39:00.0000000Z,0.46827,0.46827,0.46827,0.46827,76.96669
2022-09-13T22:14:00.0000000Z,0.46786,0.46786,0.46711,0.46711,8656.76436981
2022-09-13T22:20:00.0000000Z,0.469,0.469,0.469,0.469,150
2022-09-13T23:43:00.0000000Z,0.46525,0.46527,0.46525,0.46527,752.26733483
2022-09-13T23:44:00.0000000Z,0.46561,0.46561,0.46561,0.46561,214.77276303
2022-09-13T23:45:00.0000000Z,0.46529,0.46531,0.46529,0.46531,1588.913261
2022-09-13T23:46:00.0000000Z,0.46508,0.46531,0.46508,0.46531,1588.91853597
2022-09-13T23:47:00.0000000Z,0.46502,0.46502,0.46502,0.46502,1374
2022-09-13T23:48:00.0000000Z,0.46533,0.46533,0.46533,0.46533,537.26298194
2022-09-13T23:53:00.0000000Z,0.46546,0.46546,0.46534,0.46534,4744
2022-09-13T23:55:00.0000000Z,0.46443,0.46443,0.46397,0.46397,3433.58048203
2022-09-14T00:19:00.0000000Z,0.4663,0.46632,0.46341,0.46429,1017.2001608
2022-09-14T00:20:00.0000000Z,0.46331,0.46331,0.46331,0.46331,125.68260538
2022-09-14T00:51:00.0000000Z,0.46709,0.46709,0.46709,0.46709,246.375
2022-09-14T00:55:00.0000000Z,0.46739,0.46739,0.46739,0.46739,73.181117
2022-09-14T01:21:00.0000000Z,0.46859,0.4686,0.46859,0.4686,2134.03308952
2022-09-14T01:37:00.0000000Z,0.46753,0.46753,0.46753,0.46753,735.38667797
2022-09-14T02:26:00.0000000Z,0.47192,0.47192,0.47192,0.47192,56.61546042
2022-09-14T02:54:00.0000000Z,0.4717,0.4717,0.4717,0.4717,198
2022-09-14T04:24:00.0000000Z,0.47249,0.47249,0.47249,0.47249,2024.91005258
2022-09-14T05:42:00.0000000Z,0.47629,0.47629,0.47629,0.47629,52.27991349
2022-09-14T06:02:00.0000000Z,0.47392,0.47392,0.47392,0.47392,51.62397825
2022-09-14T07:45:00.0000000Z,0.47176,0.47176,0.47176,0.47176,400
2022-09-14T07:52:00.0000000Z,0.46886,0.46886,0.46886,0.46886,216.95310767
2022-09-14T08:49:00.0000000Z,0.47231,0.47231,0.47231,0.47231,1340
2022-09-14T08:51:00.0000000Z,0.47235,0.47235,0.47235,0.47235,11797.0733905
2022-09-14T08:56:00.0000000Z,0.472,0.472,0.472,0.472,1340
2022-09-14T09:34:00.0000000Z,0.47302,0.47302,0.47302,0.47302,212.33722006
2022-09-14T10:02:00.0000000Z,0.47352,0.47352,0.47352,0.47352,401.25021118
2022-09-14T10:33:00.0000000Z,0.47295,0.47295,0.47295,0.47295,73.875
2022-09-14T11:00:00.0000000Z,0.4742,0.47429,0.4742,0.47429,800
